age,marital,housing,duration,y
32,married,no,244,no
55,married,no,130,no
36,married,yes,215,yes
34,single,yes,171,no
34,married,yes,280,no
38,married,no,59,no
51,single,no,224,no
29,divorced,yes,148,no
35,married,no,189,no
51,divorced,yes,212,no
51,married,no,434,no
30,married,no,157,no
57,divorced,no,117,no
27,married,yes,164,no
37,married,yes,733,no
35,married,no,95,no
32,married,yes,628,yes
25,married,no,121,no
49,married,yes,210,no
46,married,no,123,no
80,married,no,199,yes
47,married,yes,224,no
52,married,no,52,no
44,married,yes,210,no
36,married,no,667,yes
29,single,yes,268,no
34,divorced,yes,251,no
35,married,no,118,no
38,single,yes,104,no
34,single,yes,298,no
31,single,yes,475,no
34,married,yes,53,no
30,single,no,129,no
49,married,yes,288,no
56,married,yes,120,no
40,married,yes,609,no
25,single,yes,598,yes
39,married,no,488,no
38,single,yes,685,no
29,single,no,354,no
34,married,yes,226,no
50,married,yes,81,no
48,married,no,591,yes
63,married,no,47,no
32,single,unknown,107,no
33,single,no,89,no
37,single,yes,286,no
44,married,no,315,no
46,married,yes,18,no
41,married,unknown,50,no
29,unknown,yes,536,no
53,married,yes,208,no
33,married,yes,59,no
26,single,unknown,508,no
33,married,no,466,no
33,single,unknown,131,no
45,divorced,yes,120,no
27,single,yes,77,no
53,married,yes,615,no
30,single,yes,445,no
42,married,no,1623,yes
30,single,yes,151,no
49,divorced,yes,786,no
30,married,no,105,no
36,married,yes,135,no
22,single,yes,425,yes
32,single,yes,318,no
31,single,no,102,no
55,married,yes,142,no
49,married,no,171,no
30,married,yes,27,no
57,married,no,104,no
57,married,yes,40,no
59,divorced,yes,745,yes
47,divorced,no,168,no
44,divorced,yes,492,no
33,married,yes,371,no
65,married,yes,190,yes
40,married,no,60,no
59,married,no,2187,no
36,single,yes,118,no
32,married,yes,491,no
31,married,no,425,no
40,married,no,162,no
52,married,no,80,no
35,divorced,no,94,no
59,married,yes,30,no
43,married,yes,175,no
33,married,no,441,yes
28,married,yes,79,no
26,single,no,169,no
60,married,no,258,no
44,married,no,374,no
38,married,no,112,no
51,single,no,484,no
55,married,yes,32,no
40,married,no,189,no
34,single,no,169,yes
31,married,no,51,no
44,married,no,312,no
38,married,no,197,no
39,single,yes,80,no
31,married,no,1319,yes
48,married,yes,409,no
36,married,yes,97,no
38,married,yes,197,no
33,married,yes,128,no
50,married,no,673,no
27,married,no,62,no
30,married,no,40,no
47,single,no,193,no
29,single,yes,89,no
28,single,yes,342,yes
38,single,unknown,159,no
35,single,no,52,no
36,married,unknown,95,yes
44,married,yes,71,no
35,married,yes,275,no
38,married,no,58,no
58,divorced,yes,363,no
53,married,yes,501,yes
36,married,yes,109,no
35,single,yes,15,no
31,single,yes,115,no
45,married,no,234,no
31,divorced,yes,51,no
47,married,unknown,86,no
28,single,no,139,yes
38,married,no,100,no
36,divorced,yes,233,no
39,married,no,504,yes
48,married,no,163,no
29,married,no,129,no
33,married,no,353,no
44,married,yes,254,no
49,married,yes,439,no
29,single,yes,162,no
44,married,yes,294,no
40,married,yes,105,no
34,married,yes,483,no
53,married,no,76,no
43,married,yes,288,no
37,married,no,118,no
50,divorced,yes,168,no
30,single,unknown,93,no
50,married,yes,547,no
34,married,no,146,no
39,married,yes,175,no
50,married,yes,434,yes
43,married,no,471,no
30,single,yes,206,no
37,married,yes,6,no
29,married,yes,78,no
56,married,yes,79,no
49,married,yes,35,no
35,single,yes,154,no
48,married,yes,329,no
31,married,unknown,213,no
53,married,yes,405,no
38,married,no,224,no
38,married,yes,151,no
45,divorced,no,167,no
31,single,no,302,no
51,divorced,yes,249,no
40,married,yes,73,no
28,single,no,298,no
56,divorced,yes,867,yes
39,married,no,165,no
41,divorced,yes,231,yes
31,married,yes,295,no
25,married,yes,214,no
51,married,yes,69,no
24,single,yes,79,no
37,single,yes,12,no
59,married,no,51,no
54,married,no,193,no
34,married,yes,267,no
44,married,yes,159,no
53,divorced,yes,422,no
38,married,unknown,272,no
47,married,yes,93,no
34,single,yes,123,no
40,married,yes,76,no
48,married,yes,92,no
32,married,no,270,no
34,single,yes,245,no
39,divorced,no,858,no
38,divorced,no,65,no
30,married,no,536,no
31,single,yes,24,no
55,divorced,no,67,no
39,married,no,1007,no
34,married,no,110,no
34,single,no,155,no
32,single,yes,364,yes
35,divorced,yes,88,no
46,married,unknown,364,no
76,married,yes,345,yes
38,married,no,147,no
37,married,yes,211,no
24,single,yes,153,yes
36,married,no,58,no
42,married,yes,34,no
39,married,yes,177,no
39,married,yes,17,no
24,single,no,482,no
28,single,yes,131,no
34,married,no,404,no
48,married,yes,82,no
35,married,no,90,no
34,married,no,238,no
55,married,no,136,no
37,single,yes,210,no
34,single,yes,1038,yes
45,married,yes,297,no
22,single,yes,194,yes
55,married,no,54,no
55,married,yes,232,no
44,married,no,88,no
32,married,yes,249,no
35,divorced,unknown,179,no
49,married,yes,387,yes
60,married,no,123,no
40,married,yes,347,no
23,single,no,165,yes
28,married,yes,643,no
52,married,yes,132,no
28,married,no,103,no
48,married,yes,611,yes
52,married,no,183,no
33,single,no,986,no
30,married,no,474,no
38,married,no,208,no
30,single,yes,874,yes
35,divorced,yes,405,no
30,single,no,59,no
50,married,yes,460,no
27,single,yes,390,no
27,single,yes,1370,yes
46,married,no,251,no
59,married,no,217,no
31,single,unknown,429,no
55,married,yes,895,yes
41,divorced,no,268,no
33,single,no,186,no
36,divorced,no,187,no
41,married,yes,62,no
26,married,no,236,no
56,married,yes,102,no
24,single,no,538,no
52,married,no,247,yes
28,single,no,585,no
28,single,no,1333,yes
42,married,no,108,no
34,married,no,320,no
29,married,no,538,yes
45,divorced,yes,193,no
41,married,yes,385,no
32,married,no,65,no
27,single,yes,480,no
45,married,yes,413,no
48,married,yes,235,no
44,married,yes,669,no
47,married,yes,50,no
45,married,no,175,no
30,single,no,370,no
51,married,yes,135,yes
40,married,yes,66,no
24,single,yes,145,no
58,divorced,yes,48,no
30,single,no,53,no
31,single,yes,124,no
34,married,unknown,171,no
39,single,yes,68,no
51,divorced,yes,24,no
47,divorced,no,42,no
28,single,yes,522,no
33,single,no,117,no
32,married,yes,104,no
32,married,yes,955,no
37,single,yes,56,no
38,divorced,no,398,no
38,married,no,89,no
41,married,yes,212,no
58,married,no,327,no
33,married,yes,81,no
50,married,no,733,yes
31,married,unknown,88,no
34,married,yes,377,no
31,single,no,96,no
33,married,yes,408,no
34,married,yes,713,no
34,married,yes,151,no
36,married,no,68,no
39,married,no,93,no
39,single,no,690,no
46,married,no,473,no
40,single,yes,94,no
47,single,yes,42,no
27,married,yes,378,yes
36,married,unknown,375,no
33,divorced,no,277,no
35,married,yes,257,no
41,married,yes,608,no
35,married,yes,67,no
39,married,no,155,no
34,married,no,263,no
31,single,yes,285,no
43,single,yes,62,no
48,married,no,517,no
34,single,no,387,no
35,married,yes,827,no
37,divorced,no,405,no
26,single,no,175,no
41,married,yes,264,no
32,married,no,128,no
39,married,no,109,no
33,single,yes,359,no
50,divorced,yes,41,no
28,single,no,156,no
53,married,no,124,no
53,married,yes,61,no
32,married,yes,125,no
35,divorced,yes,220,no
38,married,no,96,no
33,single,yes,261,no
26,single,no,306,yes
22,single,no,407,yes
46,married,yes,78,no
26,married,no,181,no
43,married,no,226,yes
36,married,yes,63,no
47,married,yes,16,no
42,single,no,504,no
45,married,no,211,no
25,married,no,326,no
47,married,yes,385,no
33,divorced,yes,100,no
30,single,no,48,no
33,married,yes,130,no
57,married,yes,170,no
48,married,no,348,no
33,married,no,178,no
37,single,no,379,no
41,married,yes,156,no
46,married,yes,59,no
33,divorced,unknown,57,no
33,married,no,493,no
44,single,no,383,no
34,married,yes,126,no
28,married,no,52,no
27,married,yes,109,no
23,single,yes,337,no
25,married,no,241,yes
30,single,no,259,no
44,married,yes,150,no
55,married,yes,126,no
45,divorced,yes,230,no
23,single,no,564,no
33,married,yes,208,no
26,divorced,yes,348,no
32,divorced,no,23,no
55,married,yes,387,no
52,married,yes,208,no
56,married,yes,109,no
38,married,no,60,no
62,married,yes,215,no
46,single,no,221,no
46,married,no,19,no
42,married,yes,313,no
42,divorced,no,190,no
55,married,yes,94,no
34,married,no,83,no
48,married,yes,1208,yes
40,divorced,no,257,no
44,married,no,75,no
50,married,no,102,no
32,married,no,96,no
31,single,no,1099,no
29,divorced,no,81,no
35,single,no,283,no
45,married,no,113,no
53,divorced,no,23,no
33,married,no,924,no
29,single,no,74,no
36,married,yes,192,yes
53,married,no,128,no
29,married,no,29,no
55,married,no,31,no
23,single,yes,316,yes
48,married,no,55,no
49,divorced,no,88,no
41,married,no,156,no
33,single,yes,173,yes
41,married,no,402,no
33,single,no,2301,yes
48,married,no,562,no
34,single,yes,209,no
36,single,no,1556,yes
33,married,yes,306,no
58,married,no,407,no
39,married,no,422,no
27,married,no,10,no
38,married,yes,258,no
48,married,no,322,no
46,married,yes,113,no
32,single,yes,235,no
35,married,yes,178,no
37,single,yes,270,no
35,single,no,149,no
51,married,yes,112,no
34,married,yes,12,no
51,married,yes,370,no
54,married,no,102,no
56,married,yes,390,no
39,married,yes,210,no
36,married,yes,324,no
45,married,no,48,no
43,married,no,880,yes
37,divorced,yes,178,no
36,single,yes,249,no
31,married,yes,104,no
60,single,no,136,no
28,single,no,453,no
31,married,yes,90,no
38,married,yes,896,no
31,divorced,yes,142,no
22,single,yes,122,no
42,married,yes,132,no
43,single,no,298,no
49,divorced,no,225,no
25,single,yes,271,no
47,married,yes,181,no
33,married,no,189,no
23,single,no,409,yes
44,married,yes,97,no
33,married,yes,15,no
25,married,no,158,no
30,single,no,214,no
37,married,no,202,no
56,divorced,no,57,no
47,married,no,400,no
40,married,no,451,no
35,single,yes,1148,no
32,single,yes,712,yes
26,married,yes,1106,no
24,single,no,64,no
32,married,yes,106,no
35,married,yes,6,no
81,divorced,yes,263,yes
30,single,no,39,no
39,married,yes,327,no
45,married,no,379,no
34,divorced,no,150,no
34,married,no,133,no
55,single,yes,16,no
34,married,yes,684,no
28,single,yes,243,no
33,married,unknown,240,no
35,married,yes,463,no
46,married,yes,121,no
39,married,no,272,no
55,married,no,40,no
41,divorced,no,82,no
52,married,no,114,no
51,married,yes,97,no
59,married,no,142,no
35,divorced,yes,24,no
28,married,no,400,no
25,single,no,217,no
77,married,yes,318,no
49,married,no,169,yes
32,married,yes,19,no
37,married,yes,72,no
45,married,yes,173,no
52,married,no,268,no
36,married,yes,100,no
59,married,yes,50,no
33,married,unknown,73,no
32,married,yes,94,no
42,single,yes,91,no
45,single,yes,219,yes
41,married,no,378,no
37,married,no,124,no
44,married,yes,157,no
27,single,no,616,yes
31,married,no,298,no
41,divorced,no,120,no
36,single,no,73,no
61,married,yes,300,yes
37,married,yes,92,no
55,married,no,133,no
44,married,yes,346,no
70,married,yes,147,no
36,divorced,yes,230,no
35,married,yes,63,no
50,married,yes,91,no
28,single,yes,49,no
43,married,yes,756,no
54,married,yes,174,no
25,single,yes,121,no
42,married,no,109,no
46,divorced,yes,317,no
49,married,yes,271,no
47,married,yes,59,no
30,married,unknown,156,no
50,married,yes,154,no
38,divorced,yes,39,no
44,married,no,156,no
33,married,yes,162,no
46,married,no,60,no
27,single,yes,156,yes
37,married,no,640,no
58,divorced,yes,430,no
33,single,yes,128,no
34,single,yes,42,no
39,married,no,1321,yes
45,single,yes,161,no
58,married,no,268,no
78,married,no,103,no
58,married,no,164,no
45,married,yes,474,no
34,married,yes,442,no
39,single,no,215,no
40,married,no,17,no
30,single,yes,623,yes
31,single,yes,228,no
52,married,yes,553,no
31,married,yes,763,yes
36,married,no,592,no
29,married,no,632,no
32,married,yes,71,no
58,married,unknown,250,no
58,married,yes,191,no
49,married,unknown,47,no
40,divorced,no,161,no
53,married,unknown,175,no
27,single,yes,14,no
35,single,no,234,no
31,single,yes,115,no
28,single,yes,275,no
50,married,yes,45,no
34,married,no,116,no
46,married,no,123,no
33,married,no,205,no
36,married,no,70,no
29,single,no,122,yes
46,married,yes,335,yes
64,married,no,146,yes
49,married,no,383,no
41,married,yes,648,yes
38,single,yes,189,no
38,single,yes,253,no
41,married,no,412,no
29,married,yes,161,no
32,single,yes,65,no
52,married,yes,346,no
35,single,yes,293,no
31,divorced,no,1207,yes
33,single,yes,116,no
29,married,no,58,no
26,single,no,416,no
24,single,no,270,no
30,single,yes,69,no
32,married,no,863,yes
43,married,no,410,no
45,married,no,160,no
56,married,yes,80,no
38,married,no,70,no
60,divorced,yes,144,no
35,married,no,77,no
57,married,no,558,yes
25,single,yes,260,no
38,married,yes,135,no
41,married,yes,264,no
34,single,yes,220,no
37,married,yes,102,no
28,married,yes,140,no
34,married,yes,71,no
60,divorced,yes,186,no
28,single,no,386,no
31,single,yes,232,no
50,married,no,343,no
41,married,yes,314,yes
39,single,yes,247,no
33,married,no,113,no
36,divorced,yes,110,no
38,married,unknown,124,yes
42,married,yes,140,no
45,divorced,no,171,no
24,single,yes,285,yes
57,married,yes,295,no
44,married,no,400,no
36,married,no,353,yes
31,married,yes,354,no
44,married,no,51,no
47,divorced,yes,475,no
46,unknown,no,162,no
37,married,no,323,no
50,married,no,78,no
27,single,yes,236,no
46,married,no,358,no
37,single,no,107,no
54,married,yes,82,no
30,single,no,187,no
45,married,no,455,no
31,single,yes,633,yes
29,married,yes,140,no
40,single,no,48,no
30,married,yes,58,no
54,married,no,104,no
58,married,no,325,no
33,married,no,182,no
33,divorced,no,364,no
53,married,no,445,no
34,married,yes,83,no
47,married,yes,143,no
49,single,yes,347,no
47,married,yes,370,no
44,single,yes,211,yes
42,married,yes,109,no
48,divorced,no,204,no
44,married,yes,175,no
41,single,yes,137,no
32,married,yes,392,no
74,married,yes,467,yes
50,married,yes,162,no
34,married,yes,456,no
36,married,yes,267,no
28,married,yes,280,no
31,married,yes,222,no
35,married,yes,246,no
42,married,no,42,no
66,married,yes,1394,yes
23,single,no,145,no
57,divorced,unknown,41,no
35,married,yes,59,no
73,married,yes,209,no
53,married,yes,196,yes
39,married,yes,260,no
46,married,no,117,no
37,married,yes,520,no
57,married,yes,82,no
32,married,yes,282,no
32,married,no,18,no
23,married,no,58,no
30,divorced,no,394,yes
29,single,no,166,no
43,married,yes,1388,no
47,married,yes,9,no
41,married,yes,152,no
64,divorced,yes,151,no
53,married,yes,122,no
29,married,no,223,no
24,single,yes,73,no
31,married,yes,60,no
56,married,no,36,no
43,single,no,150,no
32,married,yes,65,no
49,single,yes,161,no
61,married,no,350,yes
29,married,yes,98,no
36,single,yes,42,no
46,married,unknown,251,no
41,married,yes,381,no
58,married,yes,836,no
29,single,no,62,no
31,married,yes,208,yes
47,divorced,yes,165,no
35,married,no,1034,yes
58,married,yes,79,no
28,married,no,774,no
44,married,yes,118,no
43,married,no,745,yes
57,married,yes,104,no
22,single,yes,1141,yes
30,single,no,656,no
39,single,no,344,no
33,married,no,143,no
58,married,no,145,no
40,divorced,yes,209,no
33,divorced,yes,1277,no
45,married,yes,109,no
41,married,yes,894,yes
35,single,no,174,no
34,married,yes,154,no
31,married,no,715,no
41,divorced,no,157,no
30,divorced,yes,399,no
39,married,no,206,no
31,married,no,427,no
52,married,yes,250,yes
35,married,no,36,no
36,single,no,42,no
48,married,yes,522,yes
58,married,yes,647,no
47,married,yes,76,no
45,single,yes,293,no
31,married,no,66,no
29,married,yes,177,no
40,married,yes,277,no
30,single,no,402,no
43,married,no,623,no
29,single,no,299,yes
38,married,no,89,no
41,married,no,697,yes
20,single,no,342,no
45,married,no,369,no
35,single,yes,201,no
74,married,yes,251,yes
33,married,yes,510,no
29,single,no,292,no
31,single,yes,34,no
37,married,yes,151,no
52,married,no,795,no
37,married,no,335,no
33,married,no,209,no
50,married,yes,95,yes
34,married,no,273,no
39,married,yes,200,no
35,married,yes,122,no
38,single,no,222,no
36,married,yes,136,no
33,married,no,154,no
36,married,yes,120,no
53,married,yes,64,no
43,single,yes,138,no
36,married,no,951,yes
42,married,yes,103,no
33,married,yes,43,no
